logit,Theta
0.041392685,0.32919871
-0.124938737,-0.29367049
0.505149978,0.81664483
0.397940009,1.45836527
-0.301029996,-0.95252242
0.397940009,1.74224677
0.301029996,0.67324419
0.397940009,0.70175131
0.62838893,0.91884245
0.505149978,1.44227298
-0.210853365,-1.11214546
-0.041392685,0.10456443
0.301029996,0.84373024
-0.124938737,-0.22739879
-0.041392685,-0.29957378
0.397940009,0.82430052
-0.62838893,-1.47692614
0.210853365,0.76882118
-0.301029996,0.01875445
0.124938737,0.65801916
0.210853365,0.72272246
0.397940009,1.16771978
-0.397940009,-0.96266285
0.041392685,0.32906066
0.210853365,0.18567951
-0.041392685,-0.2601405
-0.124938737,-0.80622453
-0.041392685,0.01096306
-0.124938737,0.32333858
0.397940009,0.86107174
-0.041392685,-0.74281872
-0.301029996,-0.30001462
-0.124938737,-0.61702097
-0.124938737,-0.21021528
0.124938737,-0.50720342
0.77815125,1.02071449
-0.041392685,-0.05530348
0.124938737,0.67805796
0.041392685,-0.47907471
0.210853365,0.76166515
0.210853365,0.95504794
0.124938737,0.70582562
-0.041392685,-0.03695385
0.397940009,1.31620323
-0.505149978,-1.54117332
-0.397940009,-1.13152477
-0.301029996,-0.72697019
0.210853365,0.12578571
-0.301029996,-0.80311185
0.041392685,-0.06114024
0.210853365,0.7203769
0.301029996,0.42209564
0.124938737,0.01711612
0.210853365,0.5182729
-0.210853365,-1.01605786
-0.505149978,-0.72874458
-0.124938737,-0.26042467
0.210853365,0.633995
0.62838893,2.20218671
0.62838893,0.96030917
0.041392685,-0.31365325
-0.124938737,0.73164116
-0.041392685,-0.37662977
0.210853365,0.77752933
0.301029996,0.87909121
0.124938737,-0.0317141
0.210853365,1.02563446
0.041392685,-0.14084263
0.505149978,1.09985585
0.301029996,0.59217124
0.301029996,1.86400086
0.210853365,0.7460606
-0.041392685,0.04968536
0.397940009,0.31236307
0.505149978,1.44494662
0.041392685,0.53723055
-0.041392685,0.40379397
-0.301029996,-1.56324734
-0.041392685,-0.57799653
-0.041392685,-0.32003248
-0.62838893,-1.10819168
0.977723605,1.73910365
0.041392685,-0.28682413
0.041392685,-1.06082478
-0.041392685,0.65883914
0.977723605,2.99607333
-0.210853365,-0.14005363
0.041392685,-0.1241998
-0.77815125,-1.98446528
0.041392685,-0.16018202
0.041392685,0.43870814
0.124938737,-0.03810506
-0.397940009,-1.15195918
-0.210853365,-0.36401766
-0.041392685,-0.01628003
-0.041392685,0.66503411
-0.210853365,-0.11355785
0.62838893,1.41227417
0.210853365,0.34055368
-0.397940009,-0.93371544
-0.397940009,0.10646027
-0.505149978,-0.3558085
-0.210853365,-0.20353252
-0.124938737,-0.46231289
0.210853365,0.74877692
-0.041392685,-0.52052352
-0.041392685,0.21239522
-0.041392685,0.02157043
0.397940009,1.06976881
-0.041392685,0.46199118
0.210853365,1.42123725
0.397940009,0.61562927
-0.397940009,-0.53621511
0.301029996,1.20123091
0.041392685,0.31316928
-0.62838893,-1.64816831
0.124938737,0.1903494
-0.397940009,-0.49512174
-0.301029996,-1.06347201
0.124938737,0.710542
0.041392685,0.80214011
-0.041392685,-0.03240257
0.301029996,0.12916352
-0.301029996,-0.45482829
-0.62838893,-1.49009341
-0.505149978,-0.76264711
0.210853365,-0.1930404
-0.397940009,-0.93433015
0.124938737,0.6317384
-0.041392685,-0.63241723
0.041392685,0.65166428
0.210853365,0.27510814
-0.041392685,0.20688421
0.041392685,0.334157
0.301029996,0.28265707
0.041392685,-0.2221204
-0.041392685,-0.25452892
0.210853365,-0.16744051
0.62838893,1.9448685
0.505149978,1.05064312
0.041392685,0.126096
-0.041392685,0.64461983
-0.505149978,-0.79832805
0.77815125,1.263969
0.041392685,-0.5398478
-0.124938737,-0.69153997
-0.62838893,-1.3483367
0.041392685,0.79961983
-0.124938737,0.58689381
0.62838893,1.29933802
0.77815125,1.37422007
0.505149978,1.55489762
0.124938737,0.16282922
-0.397940009,-0.53652979
0.62838893,1.12245591
-0.62838893,-1.8871772
-0.124938737,-0.48279978
0.124938737,0.19900657
-0.301029996,-0.91177915
0.505149978,0.85839938
0.041392685,-0.56089288
-0.301029996,-0.89205062
-0.124938737,-0.04085889
0.397940009,1.77495682
-0.397940009,-1.67460289
0.041392685,0.22599196
0.505149978,1.46746955
0.397940009,0.42171562
-0.210853365,-0.46545973
-0.124938737,-0.63310192
0.210853365,0.44098501
-0.041392685,0.11684847
-0.62838893,-0.886834
-0.210853365,-0.14877502
0.124938737,0.51015009
0.397940009,0.02717837
0.124938737,1.08808069
-0.210853365,-1.00197555
-0.041392685,0.29334642
0.124938737,0.78277742
0.397940009,0.88852937
0.041392685,-0.40403872
-0.041392685,-0.44982153
0.210853365,0.08548655
-0.210853365,0.11428142
0.977723605,2.41962426
0.301029996,-0.09240513
0.124938737,0.57655733
0.041392685,0.97907796
-0.124938737,-0.25904602
-0.210853365,0.23373577
0.505149978,2.14345042
-0.301029996,-0.75814322
0.62838893,1.00202979
0.124938737,0.14155524
-0.124938737,-0.04891269
-0.041392685,-0.33932314
-0.041392685,0.36058884
-0.210853365,-0.6423548
-0.124938737,-0.61693462
0.505149978,1.63026753
-0.397940009,-1.42058833
-0.77815125,-1.10364585
0.210853365,0.13163149
0.124938737,0.09213293
-0.124938737,-0.30673869
0.210853365,0.45798995
-0.210853365,-0.22683585
0.301029996,0.47117694
-0.301029996,-0.48743978
0.124938737,0.64154171
0.041392685,0.19851975
-0.77815125,-1.61871432
0.210853365,0.89297753
-0.301029996,-0.5873347
-0.397940009,-0.97931265
0.210853365,-0.14166392
0.124938737,-0.60694699
-0.124938737,0.46933726
0.301029996,1.18696936
0.124938737,-0.42808962
0.041392685,0.40182778
-0.124938737,1.00091284
-0.041392685,0.12872932
0.041392685,0.76404353
0.041392685,-0.1574656
-0.124938737,-0.28998542
0.505149978,1.98584711
0.124938737,0.93080639
0.397940009,0.66298948
-0.124938737,-0.24229475
0.041392685,0.08173534
-0.124938737,-0.20862621
0.77815125,1.43525734
-0.301029996,-1.08064576
-0.397940009,-0.883063
-0.124938737,-0.15645789
0.301029996,1.07584991
0.041392685,0.28696375
-0.505149978,-1.31073289
-0.041392685,-0.05324362
-0.505149978,-1.5230201
-0.397940009,-1.27025308
0.301029996,1.60335929
-0.505149978,-1.15733332
0.124938737,0.74348242
-0.210853365,0.11565299
-0.210853365,0.07636862
-0.124938737,-0.37501814
-0.301029996,-1.15107373
-0.397940009,-0.77898147
0.041392685,-0.13917358
0.210853365,1.06262725
0.041392685,0.34038703
-0.301029996,-1.50367802
0.210853365,-0.5315911
-0.124938737,0.34639001
0.124938737,-0.09161559
-0.505149978,-1.52314263
0.210853365,0.3098624
-0.62838893,-1.64263777
-0.62838893,-1.26230666
0.041392685,0.03264537
0.397940009,0.30101094
0.124938737,0.69133086
0.77815125,1.95358883
0.977723605,2.49995969
-0.301029996,-1.44105017
0.505149978,0.39011945
0.62838893,2.07955227
-0.041392685,0.22094327
-0.041392685,0.09952981
-0.77815125,-2.35031749
-0.041392685,0.27813933
-0.301029996,-0.41393249
-0.397940009,-1.84304369
-0.041392685,0.31719803
-0.505149978,-1.24962368
0.210853365,0.50733142
0.397940009,0.39263828
-0.301029996,-1.60550438
0.397940009,0.64270851
-0.041392685,-0.14656675
0.124938737,0.17947811
0.210853365,-0.01049975
-0.301029996,-1.2493546
0.505149978,1.38732525
-0.62838893,-1.40613267
-0.124938737,-0.00371877
0.301029996,1.12759018
-0.77815125,-1.33440734
0.210853365,0.53858437
0.041392685,0.15635509
-0.041392685,0.49187457
-0.301029996,-0.37575978
-0.041392685,0.21051215
0.301029996,0.34881564
-0.210853365,-0.37165628
-0.124938737,0.08285168
0.397940009,0.62101131
-0.041392685,0.74549344
-0.124938737,0.37382792
0.977723605,2.63880207
0.210853365,0.45435955
-0.62838893,-2.60470789
-0.301029996,-0.51296759
0.301029996,0.5080222
-0.210853365,0.12361345
0.210853365,0.49625924
-0.397940009,-1.14939813
0.041392685,-0.0382007
-0.301029996,-0.52055001
-0.124938737,-0.42225348
-0.301029996,-1.1690094
1.301029996,1.08051259
-0.041392685,0.48977104
0.301029996,-0.00587239
-0.301029996,-0.4128081
0.041392685,0.45249628
-0.301029996,-0.41432339
-0.210853365,-0.33070067
0.124938737,0.32492479
0.210853365,0.98486271
0.210853365,0.30446428
-0.210853365,-0.83044742
-0.397940009,-1.11740918
0.124938737,0.24092525
0.977723605,1.45190499
0.301029996,0.22330189
0.041392685,0.42413382
-0.041392685,0.11431439
0.210853365,0.65021249
0.505149978,0.55238729
0.977723605,2.09377011
-0.124938737,-0.46912209
-0.505149978,-1.41409394
0.301029996,0.08257807
-0.62838893,-2.03141973
-0.62838893,-0.97145776
-0.397940009,-1.31237146
0.124938737,-0.20225075
0.397940009,0.77874923
0.397940009,0.40767122
0.124938737,0.74987191
-0.124938737,0.10714179
-0.397940009,-1.22359213
0.124938737,0.65869887
-0.210853365,-1.21966239
-0.124938737,0.38855714
0.041392685,1.08249375
-0.505149978,-0.86702629
-0.301029996,-1.25193752
1.301029996,2.80963289
-0.977723605,-2.39048204
-0.210853365,0.20264568
-0.505149978,-0.66381501
-0.041392685,0.81546381
0.505149978,0.83972187
-0.210853365,-1.07657207
1.301029996,1.64073787
0.210853365,0.44780108
-0.397940009,-1.43765478
0.505149978,0.2967569
-1.301029996,-1.70122152
0.77815125,1.9546842
0.301029996,0.9773728
0.62838893,1.35775751
-0.124938737,0.2110081
-0.041392685,0.28825625
-0.210853365,0.12268579
-0.397940009,-0.61189364
-0.505149978,-1.56677649
-0.62838893,-1.87150248
-0.62838893,-0.86841875
0.505149978,1.25268092
-0.210853365,-0.73360507
0.124938737,0.87294993
-0.210853365,-0.4517345
-0.210853365,-0.22609703
0.397940009,0.85875752
-0.505149978,-0.84648091
-0.505149978,-1.63008583
0.041392685,-0.33703766
0.210853365,0.43710347
0.041392685,-0.28167933
0.124938737,-0.04476181
-0.124938737,-0.05558955
0.77815125,1.53829674
-0.041392685,-0.21833377
-0.210853365,-0.9279906
-0.301029996,-0.76425049
-0.301029996,-0.16047939
0.124938737,0.29807033
-0.210853365,-0.45455073
-1.301029996,-2.19509838
0.124938737,0.91412232
-0.77815125,-1.70722637
0.210853365,0.1066122
0.041392685,0.39699754
-0.210853365,-0.73576791
-0.041392685,-0.48531571
0.397940009,0.37709542
-0.210853365,-0.68795308
0.301029996,1.14127104
0.041392685,-0.57753755
0.124938737,0.02619522
0.397940009,0.2752199
0.77815125,0.75714126
0.041392685,-0.09755569
-0.505149978,-1.51396453
0.62838893,1.04912167
-0.397940009,-0.53088247
0.301029996,0.56552371
-0.77815125,-1.22582553
-0.210853365,-1.26672187
0.397940009,0.60298704
-0.505149978,-1.26613615
-0.041392685,-0.52746444
-0.62838893,-2.23567786
0.62838893,1.46215576
-0.124938737,-0.15046634
-0.041392685,0.01199211
0.505149978,1.50105392
0.124938737,-0.16600173
-0.301029996,-1.13567499
-0.62838893,-1.88021205
-0.124938737,-0.56044952
0.505149978,0.40076452
0.124938737,-0.24934754
-0.124938737,-1.49775025
0.041392685,0.40046505
0.397940009,1.19377197
0.397940009,1.83538816
-0.397940009,-1.47747702
0.041392685,0.77413088
0.301029996,0.87490557
0.77815125,1.96345648
0.62838893,1.33547575
0.505149978,1.71767491
-0.397940009,-1.49582453
0.041392685,-0.21918751
-0.124938737,-0.6355179
0.210853365,0.83234397
-0.397940009,-1.4153488
-0.62838893,-1.1246454
-0.041392685,-0.57203183
0.301029996,0.30727017
0.301029996,0.0750518
-0.124938737,-0.26635049
0.977723605,2.46214213
-0.505149978,-1.45636749
0.301029996,0.65423855
0.505149978,1.16706334
-0.397940009,-1.22375515
-0.041392685,-0.54365818
-0.124938737,-0.46794478
-0.505149978,-1.68376938
-0.210853365,-0.76536775
-0.210853365,-0.20133878
-0.505149978,-1.40214143
0.301029996,-0.15348737
0.124938737,-0.28513111
0.397940009,1.04875176
0.397940009,0.64663252
-0.505149978,-1.81281729
0.397940009,0.78167525
0.210853365,0.43623426
-0.124938737,-0.20973454
0.301029996,1.02979404
0.77815125,2.04861066
0.124938737,0.65819381
-0.397940009,-0.73924003
-0.210853365,-0.42541879
0.77815125,1.45272544
-0.041392685,0.00718748
-0.505149978,-0.97737771
-0.397940009,-0.77432473
0.124938737,1.06536836
-0.041392685,0.06199908
0.210853365,1.71351862
-0.041392685,0.32921529
0.210853365,0.98993828
-0.124938737,-0.32696448
0.62838893,1.52875009
-0.301029996,-0.32279092
-0.210853365,-0.62596277
-0.301029996,-0.86307261
0.210853365,1.28465256
0.977723605,2.24860084
0.301029996,0.86918575
-0.62838893,-1.18623407
0.124938737,0.36278695
-0.210853365,-1.55168252
-0.505149978,-1.05197396
-0.210853365,-0.85062202
0.62838893,1.67260653
-0.62838893,-2.12514681
0.124938737,1.27252703
-0.124938737,-0.70060547
-0.505149978,-1.24919739
0.124938737,-0.17774655
-0.301029996,-0.06073659
-0.210853365,-0.44575771
0.210853365,-0.19741954
0.124938737,0.81660137
-0.397940009,-0.76813115
-0.124938737,-0.56329103
0.397940009,0.65354791
-0.041392685,-0.34198876
-0.124938737,-0.67506317
-0.124938737,-0.34602058
-0.505149978,-1.55403019
0.505149978,1.0091092
-0.124938737,0.6959137
0.62838893,1.77048333
0.301029996,0.29396369
-0.505149978,-1.10189878
-0.301029996,-0.7750072
-0.977723605,-1.27538419
-0.210853365,-0.94526889
0.210853365,0.56040116
0.505149978,2.02168567
-0.124938737,-0.13027733
0.977723605,1.93734756
-0.041392685,-0.40405089
0.301029996,-0.01878884
-0.041392685,-0.82811647
-0.124938737,-1.18454684
0.041392685,0.54499676
0.505149978,1.06176518
0.041392685,0.77055815
-0.301029996,-0.63866249
-0.301029996,-0.45584878
0.397940009,0.42260197
0.397940009,0.65947351
0.397940009,0.68933126
-0.210853365,-1.571089
0.124938737,1.90586549
-0.301029996,-0.73990747
-0.041392685,-0.22463306
-0.124938737,0.12965061
-0.124938737,0.34689363
0.041392685,0.35098405
0.210853365,0.4931739
0.301029996,0.03205526
-0.397940009,-1.1935922
0.505149978,1.13151425
-0.62838893,-1.59999497
0.041392685,0.29577119
-0.977723605,-2.72579481
-0.505149978,-1.10759894
-0.505149978,-0.59862163
-0.301029996,-1.1109186
0.041392685,0.42869931
-0.397940009,-1.44637686
0.041392685,0.02210047
0.397940009,0.77978159
-0.124938737,0.21808141
-0.210853365,-1.30654197
-0.977723605,-1.60877991
-0.397940009,-1.24158526
-0.210853365,-0.87496361
0.210853365,0.21282015
0.77815125,1.59571321
0.301029996,1.04006103
0.62838893,1.17189931
-0.124938737,-0.34556478
-0.124938737,0.28274639
0.041392685,0.28009567
-0.505149978,-0.62543968
-0.505149978,-1.07054265
-0.210853365,-0.85751504
0.301029996,0.96835685
-0.210853365,-0.95928927
0.301029996,0.9766026
0.210853365,1.01680319
-0.041392685,0.61619033
0.397940009,0.62572818
-0.301029996,-0.98722991
0.301029996,0.52465671
-0.397940009,-1.20126204
0.041392685,0.95585181
-0.77815125,-2.19625147
0.124938737,0.72200119
-0.397940009,-1.07967744
0.301029996,0.75133806
-0.210853365,-0.03314853
0.041392685,0.26942816
0.301029996,0.87506322
0.505149978,0.89483023
0.62838893,1.18707753
0.77815125,1.51584043
0.505149978,1.70487032
0.301029996,0.22510492
-0.397940009,-0.76667871
-0.210853365,-0.18067907
-0.62838893,-1.56888425
0.210853365,0.58213041
0.397940009,1.5855121
-0.124938737,-0.53015715
-0.397940009,-1.06802088
-0.124938737,0.09725742
-0.041392685,0.33503501
-0.041392685,-1.34032176
-0.041392685,0.11906952
0.210853365,0.54115224
-0.301029996,-0.43919193
0.124938737,0.98538611
-0.041392685,-0.34394866
-0.62838893,-1.96957948
-0.210853365,-0.56228134
0.397940009,1.81363277
0.041392685,0.92995275
0.124938737,-0.30713695
0.301029996,0.62053704
-0.505149978,-0.71417964
-0.62838893,-0.49483342
0.210853365,0.72297359
-0.301029996,-1.4416291
0.041392685,0.66664229
-0.301029996,-0.60633387
-0.041392685,0.32223672
0.301029996,0.1820157
0.62838893,1.2710972
-0.124938737,0.43269781
0.397940009,1.85299185
-0.301029996,-0.27161451
-0.124938737,-0.45855307
0.124938737,1.26727205
-0.210853365,-1.06641834
-0.210853365,-0.66213081
-0.301029996,-1.27599563
0.505149978,0.94215515
-0.210853365,-0.46483882
-0.124938737,-0.28985602
0.77815125,0.64885681
0.041392685,-0.10359658
0.62838893,1.06431136
-0.77815125,-1.2019447
-0.505149978,-0.96835043
0.397940009,0.64312635
0.977723605,1.83788627
0.505149978,0.7932392
0.124938737,0.59394179
0.505149978,1.84419948
-0.397940009,-1.59134774
-0.041392685,-0.5007208
0.397940009,-0.3392011
-0.62838893,-1.79040543
0.041392685,-0.37073958
-0.397940009,-0.34222561
-0.041392685,-0.22253337
-0.041392685,0.53286617
-0.124938737,-0.16211427
0.397940009,0.35162502
0.62838893,1.61236686
0.977723605,2.44075954
-0.041392685,-0.33170333
0.977723605,2.34695438
-0.62838893,-0.98976152
-0.397940009,-1.43290052
-0.977723605,-2.44808143
0.041392685,0.42025643
-0.124938737,-0.09823437
0.301029996,0.24842951
0.041392685,-0.08083568
-0.301029996,-0.09083965
0.301029996,0.91532986
0.041392685,0.20132843
-0.041392685,-0.18769708
-0.210853365,-0.39774687
0.505149978,1.77052742
0.77815125,1.98037905
0.397940009,0.8947979
0.041392685,-0.60776027
0.397940009,1.01106817
0.77815125,2.25593654
-0.041392685,-0.04533162
-0.041392685,-0.20947749
-0.210853365,0.15787608
-0.210853365,-0.70730136
-0.210853365,-0.14816099
-0.124938737,-0.54023407
0.041392685,0.76102246
0.301029996,1.35469134
-0.041392685,-0.48157589
-0.77815125,-0.71633064
-0.77815125,-0.65069568
-0.77815125,-1.97593434
-0.210853365,-0.70993018
0.77815125,1.92052686
0.124938737,-0.36181901
0.301029996,0.52432143
0.124938737,-0.16888791
0.301029996,1.13969168
0.301029996,-0.31343483
-0.397940009,-0.94796955
-0.210853365,0.00774093
-0.124938737,-0.29134438
0.62838893,1.20077104
0.210853365,0.52139762
0.397940009,1.22425854
-0.397940009,-1.11925493
-0.301029996,-0.19961564
0.301029996,1.07305243
-0.505149978,-0.33875618
0.301029996,0.28773605
-0.62838893,-1.8611209
-0.041392685,-0.31075727
-0.301029996,-0.59193669
0.124938737,0.67475827
-0.301029996,0.1194181
-0.210853365,-0.98776839
0.62838893,1.4130041
0.301029996,0.15135202
0.77815125,2.12489486
-0.62838893,-1.29417852
0.505149978,1.68557405
0.041392685,-0.7869494
-0.505149978,-1.65128362
0.041392685,0.10283781
0.124938737,1.41180749
-0.210853365,-1.51291713
0.62838893,1.46875292
-0.124938737,0.34280546
0.210853365,0.56913139
-0.041392685,0.50190448
0.124938737,0.71864008
-0.210853365,-1.47850194
-0.77815125,-0.41556274
-0.301029996,-0.26246445
-0.124938737,-0.16475906
0.62838893,1.55830659
-0.210853365,-0.51905007
-0.301029996,-0.85690394
0.041392685,-0.25997656
0.301029996,0.4560598
0.210853365,0.42131557
-0.041392685,-0.72891432
-0.210853365,-0.69303419
0.301029996,0.6152487
-0.041392685,-0.25959455
-0.505149978,-1.54336884
-0.124938737,-0.50510576
-0.124938737,-0.67363259
-0.397940009,-0.93722816
0.041392685,0.38214031
-0.62838893,-2.02590366
0.77815125,2.11885155
0.62838893,1.08281719
-0.124938737,-0.55078196
-0.041392685,-0.19148552
0.505149978,2.14799761
-0.301029996,-0.76581516
0.210853365,0.76828581
0.041392685,0.5810431
-0.397940009,-0.60078134
0.505149978,1.28735962
-0.397940009,-0.75637324
-0.505149978,-1.0746437
-0.210853365,-0.24102772
0.041392685,0.40435019
-0.62838893,-1.56638455
-0.124938737,-0.32232095
-0.124938737,-0.09179575
0.210853365,1.04394879
0.210853365,0.32718322
0.210853365,0.2206829
0.301029996,1.07904325
-0.505149978,-1.21527487
0.124938737,0.68595714
0.124938737,0.1053965
0.505149978,1.58458904
0.397940009,0.8048691
-0.301029996,-0.68357648
-0.505149978,-1.00553536
-0.301029996,-1.07329911
-0.977723605,-3.40858476
0.505149978,1.06562414
0.977723605,1.97794094
0.505149978,1.03015835
-0.210853365,0.10285342
0.77815125,1.01535705
0.301029996,0.23051737
0.124938737,0.09983753
0.124938737,-0.18142917
0.397940009,1.08670829
-0.041392685,-0.25155542
0.210853365,0.35284061
0.301029996,1.06792787
0.397940009,1.38761736
-0.124938737,-0.13879159
-0.301029996,-1.14661471
-0.62838893,-1.40047556
-0.505149978,-1.13096625
0.301029996,0.97747977
-0.301029996,-1.18177032
1.301029996,2.57153719
0.62838893,1.20720365
0.124938737,0.3085623
0.301029996,0.84000433
-0.301029996,-0.80441579
-0.397940009,-1.02429141
0.301029996,0.73274486
0.301029996,1.17329984
0.041392685,0.44755761
0.62838893,1.23421225
-0.301029996,-0.65709455
0.041392685,-0.07436381
0.505149978,0.46863673
-0.301029996,-1.43646977
0.041392685,0.29236621
-0.210853365,-0.52804281
0.041392685,-0.55439097
-0.124938737,0.35455285
0.210853365,0.13195797
0.124938737,0.45249226
0.124938737,0.46130182
-0.124938737,-0.89168227
0.210853365,0.83858629
0.210853365,0.72170671
0.124938737,0.33510684
-0.301029996,-0.97181392
0.505149978,0.75460711
-0.124938737,0.32330339
-0.77815125,-1.79913052
0.041392685,0.19991977
0.77815125,1.57146275
0.301029996,0.43681819
-0.210853365,-0.4160458
0.124938737,0.59097526
0.301029996,1.06357397
-0.301029996,-1.56245603
0.041392685,0.09442308
0.041392685,0.63477832
0.210853365,-0.26230481
0.210853365,0.34533655
0.041392685,-0.18692622
-0.397940009,-0.94930405
0.301029996,0.46310341
-0.210853365,-0.85574301
-0.301029996,-0.69688464
-0.124938737,-0.20948101
0.505149978,1.78585984
-0.301029996,-0.20999958
0.397940009,0.99515761
0.210853365,-0.08716382
-0.397940009,-1.79213375
-0.041392685,-0.56980503
-0.041392685,0.03688612
-0.124938737,-0.55229705
0.301029996,0.37677782
0.124938737,0.28462763
-0.62838893,-1.50280785
-0.301029996,-0.20686704
-0.210853365,-0.9752545
0.397940009,1.04458037
0.397940009,0.02627001
-0.124938737,-0.6074358
0.210853365,0.39125541
-0.124938737,-0.57283855
0.124938737,-0.21570235
0.210853365,0.27866013
-0.397940009,-0.75074243
0.301029996,1.1836441
0.505149978,0.64762159
0.301029996,0.29786053
0.124938737,1.03352407
-0.210853365,-0.64624732
-0.62838893,-0.45158548
0.124938737,-0.32328051
-0.301029996,-1.31309867
-0.210853365,-0.34441353
0.124938737,0.22398273
-0.210853365,-0.80978691
-0.77815125,-1.92159344
-0.041392685,0.40521263
-0.301029996,-0.52112765
-0.124938737,-0.36412864
-0.124938737,0.16655329
0.77815125,1.42967431
0.041392685,0.1033706
-0.124938737,-1.08351115
-0.124938737,-0.42280988
0.301029996,0.63927256
0.505149978,1.43688792
0.210853365,0.04092301
0.301029996,1.45116612
0.62838893,1.66680276
-0.505149978,-1.56928093
-0.041392685,-0.5177297
0.041392685,-0.77873846
0.041392685,0.44235864
-0.77815125,-1.59632783
-0.77815125,-1.96181586
-0.041392685,-0.28172769
0.041392685,0.60558826
0.041392685,0.12658411
0.77815125,0.7814708
-0.62838893,-2.17993431
-0.210853365,-0.63327083
0.041392685,0.27762087
-0.301029996,-0.6931264
-0.977723605,-2.09524064
0.210853365,0.61347328
-0.124938737,0.35862721
0.977723605,1.59375802
-0.397940009,-0.54848954
-0.041392685,-0.39398709
0.397940009,1.14488478
-0.124938737,-0.44964132
0.397940009,1.16420085
0.210853365,0.50445879
-0.397940009,-1.28702693
-0.397940009,-1.76010074
0.041392685,0.28926152
0.041392685,-0.06214425
-0.505149978,-1.98761265
-0.301029996,-0.46542345
0.62838893,1.07014939
0.301029996,0.31636915
-0.041392685,-0.06885358
-0.77815125,-0.63860913
0.397940009,1.03974922
-0.210853365,-1.35488064
0.124938737,0.25604705
-0.301029996,-0.71995526
0.124938737,0.40411842
-0.301029996,-0.9960826
0.041392685,0.44279821
0.124938737,0.15451072
0.505149978,1.20360563
0.397940009,1.05785655
-0.62838893,-0.88363115
-0.041392685,0.01493332
0.397940009,1.16436212
-0.62838893,-2.30049579
0.041392685,0.59670661
0.301029996,0.09252557
0.210853365,1.58063093
-0.210853365,-0.77709559
0.041392685,1.51235935
-0.041392685,0.54821915
-0.124938737,-0.71910705
-0.210853365,-0.49028362
0.210853365,0.8689189
0.301029996,-0.48521143
-0.505149978,-1.35789169
0.124938737,0.19605935
0.977723605,2.1923292
0.210853365,0.34941288
-0.210853365,-0.41350655
0.124938737,0.6303221
0.397940009,0.90252592
0.041392685,-0.13512642
-0.301029996,-0.5230346
-0.124938737,-0.39476394
0.124938737,0.68089007
-0.041392685,-1.03047691
-0.505149978,-0.47331811
0.397940009,0.50285575
0.62838893,0.85198139
0.124938737,0.10556926
-0.210853365,-0.15132566
0.124938737,0.12743231
0.041392685,0.36427496
-0.210853365,0.16593556
-0.041392685,0.39982691
-0.041392685,0.34368814
-0.210853365,-0.47367245
0.124938737,0.20863763
0.041392685,-0.00188703
0.301029996,0.61871289
0.62838893,0.71767635
-0.124938737,-0.01328877
0.77815125,2.00134633
0.041392685,0.50489569
0.977723605,2.44960262
-0.124938737,-0.43196135
-0.041392685,-0.00932027
0.397940009,0.96744288
0.124938737,0.5972974
-0.397940009,-1.36396566
-0.301029996,-0.74147003
0.124938737,1.21337531
-0.397940009,-1.41273694
-0.041392685,-0.41694852
-0.301029996,-0.37015256
-0.041392685,-0.04545034
-0.505149978,-1.34061733
-0.041392685,0.18279604
0.301029996,0.58948093
